Data_Type,EMIS_Code,School_Name,District,Tehsil,Level,School_Status,Building_Illegal_Occupation,Teachers_Sanctioned,Teachers_Filled,Teachers_Present_Today,Teachers_Absent_Today,Total_Enrolled,Total_Present,Toilets_Total,Toilets_Functional,Boundary_Wall,Electricity,Drinking_Water,Cleanliness_Building,Notes,Monitoring_Date,Source_URL,Ghost_Risk_Score_Tier1,Tier,Confidence_Level,Priority,Infrastructure_Screening_Score,Data_Risk_Reason,Qwen_Fraud_Flag,Qwen_Fraud_Reason,Latitude,Longitude,Percent_Built_Earliest,Percent_Built_Recent,Satellite_BuiltUp_Percent,Satellite_Density_Flag,Satellite_Risk_Reason,Final_GhostSchool_Reason,Satellite_Confidence
Real (Census),35220056,GGHS JIA BAGGA RAIWIND ROAD,LAHORE,RAIWIND,High,Functional,No,,22.0,,,865.0,,9,3,Yes-Wholly,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 10,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,16.67,Moderate toilet non-functionality (only 3 of 9 working),False,,31.2443583,74.2138126,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows moderate toilet non-functionality (only 3 of 9 working). The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
Real (Census),32410563,GGCMES TATAR WALA,RAJANPUR,JAMPUR,Middle,Functional,No,,13.0,,,183.0,,7,7,No,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 5,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,15.0,No boundary wall,False,,29.6384224,70.5772492,96.88,93.75,93.75,High_Density,"Village-area shows 93.8% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 93.8% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows no boundary wall. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
Real (Census),31210225,GPS CHAK MAKHDOOM,BAHAWALPUR,AHMADPUR EAST,Primary,Functional,No,,4.0,,,33.0,,1,1,No,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 5,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,15.0,No boundary wall,False,,29.2059591,71.4002392,98.44,98.44,98.44,High_Density,"Village-area shows 98.4% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 98.4% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows no boundary wall. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
Real (Census),39330018,GHS KAMMAN,OKARA,RENALA KHURD,High,Functional,No,,14.0,,,426.0,,6,6,No,Yes-Wholly,Yes-Wholly,Building Is Dangerous,dangerous_classrooms (source field): 10,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,15.0,No boundary wall,False,,30.8782508,73.5998771,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows no boundary wall. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
Real (Census),31210206,GPS CHAK DAWANJ,BAHAWALPUR,AHMADPUR EAST,Primary,Functional,No,,4.0,,,77.0,,2,2,No,No,Yes-Wholly,Building Is Dangerous,dangerous_classrooms (source field): 1,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Medium,25.0,No boundary wall and no electricity,False,,29.2059591,71.4002392,98.44,98.44,98.44,High_Density,"Village-area shows 98.4% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 98.4% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows no boundary wall and no electricity. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. This discrepancy is worth a follow-up review to determine whether the school is operating as reported.",Village-Level
Real (Census),32410242,GPS KHULCHAS,RAJANPUR,JAMPUR,Primary,Functional,No,,1.0,,,60.0,,5,0,Yes-Wholly,No,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 1,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Medium,35.0,No functional toilets (0 of 5) and no electricity,False,,29.6384224,70.5772492,96.88,93.75,93.75,High_Density,"Village-area shows 93.8% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 93.8% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows no functional toilets (0 of 5) and no electricity. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. This discrepancy is worth a follow-up review to determine whether the school is operating as reported.",Village-Level
Real (Census),37350183,GGPS CHALAWRA UPPER,RAWALPINDI,KOTLI SATTIAN,Primary,Functional,No,,4.0,,,38.0,,4,4,No,Yes-Wholly,No,Partial Building is Dangerous,dangerous_classrooms (source field): 1,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Medium,30.0,No boundary wall and no drinking water,False,,33.8058076,73.5237431,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows no boundary wall and no drinking water. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. This discrepancy is worth a follow-up review to determine whether the school is operating as reported.",Village-Level
Real (Census),32110506,GPS BAGH ALI MOLE,D.G. KHAN,D.G. KHAN,Primary,Functional,No,,4.0,,,48.0,,2,1,Yes-Wholly,No,No,Building Is Dangerous,dangerous_classrooms (source field): 1,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Medium,37.5,"No drinking water, moderate toilet non-functionality (only 1 of 2 working) and no electricity",False,,30.550891,70.595535,,,,NoData,,"The census-based data analysis shows no drinking water, moderate toilet non-functionality (only 1 of 2 working) and no electricity. No usable satellite reading is available — the school could only be geocoded to its tehsil centre, and imagery there would not represent its actual location. The data indicators alone warrant a follow-up review.",Tehsil-Level
Real (Census),32320754,GPS THATHI HAMZA NO. 2,MUZAFFARGARH,KOT ADU,Primary,Functional,No,,3.0,,,23.0,,2,0,Yes-Wholly,No,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 1,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Medium,35.0,No functional toilets (0 of 2) and no electricity,False,,30.405512,70.937831,,,,NoData,,"The census-based data analysis shows no functional toilets (0 of 2) and no electricity. No usable satellite reading is available — the school could only be geocoded to its tehsil centre, and imagery there would not represent its actual location. The data indicators alone warrant a follow-up review.",Tehsil-Level
Real (Census),32220564,GMMS AOULAKH NASHEB,LAYYAH,KAROR LALISAN,sMosque,Functional,No,,4.0,,,113.0,,1,1,No,No,Yes-Wholly,Building Is Dangerous,dangerous_classrooms (source field): 1,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Medium,25.0,No boundary wall and no electricity,False,,30.9668944,70.9446465,,,,NoData,,"The census-based data analysis shows no boundary wall and no electricity. No usable satellite reading is available — the school could only be geocoded to its tehsil centre, and imagery there would not represent its actual location. The data indicators alone warrant a follow-up review.",Tehsil-Level
Real (Census),37140013,GHS TARAP,ATTOCK,JAND,High,Functional,No,,17.0,,,407.0,,7,7,No,Yes-Wholly,Yes-Wholly,Partial Building is Dangerous,dangerous_classrooms (source field): 4,Oct-2018 (Annual Census),https://opendata.com.pk/dataset/punjab-annual-school-census-report-2017-18 (PMIU/PESRP source),,2,Low - Needs Satellite Verification,Low,15.0,No boundary wall,False,,33.4317702,72.0196309,100.0,100.0,100.0,High_Density,"Village-area shows 100% built-up area detected — clearly in a developed location (shared coordinates with other schools in this village — reflects general area, not confirmed for this specific school)","Although satellite imagery shows 100% built-up in the surrounding village area, suggesting a clearly developed location, the census-based data analysis shows no boundary wall. The two findings therefore point in different directions: a developed setting makes a physically absent school less likely, yet the recorded indicators remain weak. On its own this discrepancy is not a strong ghost-school signal, though it merits routine monitoring.",Village-Level
